SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),AOS Impact Approved or Not,QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 of Parts Dual Sourced (PASSIVE),%23 of Parts Dual Sourced (ACTIVE),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Comments / Challenges,Week,Attachments,ID,IL Date Format column,August IL5 IDs,IL Date Correction,Year,Month,Modified,Modified By,Created,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),Created By,Supplier Transfer,Transfer reason,Is Active
CR194690,Tim,Saurabh Agrawal,Prajwal Kunder,Shanghai EE Assy H&T Release,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,OHC,PH,IL5,4/15/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8327"">View Entries</a>",36,0,8327,04-2025,False,False,2025,04,9/3/2026 10:56 AM,"Davis, Adrianna",4/18/2024 2:05 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RFS 273377,Tim,Suraj Ramchandani,Pankaj Chaudhari,Further roll-out of Daisy EBP to CEE countries,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,MCC,PH,IL5,7/10/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 303,685.00",€ 0.00,"€ 297,388.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8326"">View Entries</a>",36,0,8326,07-2024,False,False,2024,07,9/3/2026 8:05 AM,"Davis, Adrianna",4/18/2024 2:01 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 272174,Tim,Suraj Ramchandani,Pankaj Chaudhari,Update Breast pads labelling,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,3/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8325"">View Entries</a>",36,0,8325,03-2027,False,False,2027,03,9/3/2026 10:56 AM,"Davis, Adrianna",4/18/2024 2:00 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
DCR#14442,Phil,Steven Mroch,Krishna Prasad,CE Mark Removal - Oxygen Products,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,12/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8324"">View Entries</a>",23,0,8324,12-2025,False,False,2025,12,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:22 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14427,Phil,Steven Mroch,Krishna Prasad,Kimball Process Changes for P/N 1058873 REV 05,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,SRC,CC,IL5,12/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8323"">View Entries</a>",23,0,8323,12-2025,False,False,2025,12,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:22 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14314,Phil,Steven Mroch,Krishna Prasad,"SICR20231109004B, EOL component 1002343",€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,SRC,CC,IL5,12/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8319"">View Entries</a>",23,0,8319,12-2024,False,False,2024,12,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:21 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14157,Phil,Steven Mroch,Krishna Prasad,1068991 Spine Manifold Drawing Updates,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL2,12/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8317"">View Entries</a>",25,0,8317,12-2026,False,False,2026,12,6/15/2026 6:18 AM,"Davis, Adrianna",4/17/2024 6:21 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14168,Phil,Steven Mroch,Krishna Prasad,CSS Update 1139156 - Component part EOL (1139156 - Component part EOL),€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,SRC,CC,IL5,3/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8314"">View Entries</a>",23,0,8314,03-2025,False,False,2025,03,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:20 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14173,Phil,Steven Mroch,Krishna Prasad,Plexus Docmentation Update,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,12/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8313"">View Entries</a>",28,0,8313,12-2026,False,False,2026,12,7/10/2026 1:08 AM,"Jibhkate, Ashwini",4/17/2024 6:20 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14133,Phil,Steven Mroch,Krishna Prasad,Create formal specification for Everflo Sieve Fill Height,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,9/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8312"">View Entries</a>",23,0,8312,09-2025,False,False,2025,09,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:20 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14059,Phil,Steven Mroch,Krishna Prasad,Add Porosity or Airflow Specification to Core Muffler 1018491,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,9/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8311"">View Entries</a>",23,0,8311,09-2025,False,False,2025,09,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:20 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14019,Phil,Steven Mroch,Krishna Prasad,Sealing solution for SimplyGo Mini Sieve,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL2,9/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8310"">View Entries</a>",27,0,8310,09-2026,False,False,2026,09,7/2/2026 10:57 PM,"Jibhkate, Ashwini",4/17/2024 6:20 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14184,Phil,Steven Mroch,Krishna Prasad,Update shelf life and expiration date for PN 1113596 - SGM Display Panel,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,6/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8309"">View Entries</a>",23,0,8309,06-2025,False,False,2025,06,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:20 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14316,Phil,Steven Mroch,Krishna Prasad,SGM Battery Refresh - Shelf-Life Tracking,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,9/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8308"">View Entries</a>",23,0,8308,09-2024,False,False,2024,09,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:19 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#13071,Phil,Steven Mroch,Krishna Prasad,1130065 - Replace obsolete parts on CSS,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,SRC,CC,IL5,9/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8307"">View Entries</a>",23,0,8307,09-2025,False,False,2025,09,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:19 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14317,Phil,Steven Mroch,Krishna Prasad,RIST BoM not in the DWG for PN 1116429,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,10/14/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8305"">View Entries</a>",23,0,8305,10-2024,False,False,2024,10,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:19 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14313,Phil,Steven Mroch,Krishna Prasad,SimplyGo Mini Battery Refresh,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,7/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8304"">View Entries</a>",23,0,8304,07-2024,False,False,2024,07,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14284,Phil,Steven Mroch,Krishna Prasad,Parts with differing information on shelf-life identifying documents,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,8/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8303"">View Entries</a>",23,0,8303,08-2024,False,False,2024,08,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14282,Phil,Steven Mroch,Krishna Prasad,Label Update for Trilogy Nurse Call Adapter Cable,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,6/16/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8302"">View Entries</a>",23,0,8302,06-2025,False,False,2025,06,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#12634,Phil,Steven Mroch,Krishna Prasad,Update documentation in SAP for SimplyGo and SimplyGo Mini Battery Charger Kits,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,12/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8301"">View Entries</a>",23,0,8301,12-2025,False,False,2025,12,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#13516,Phil,Steven Mroch,Krishna Prasad,Panasonic ELT 5K Series Inductor Discontinuation Notice,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,SRC,CC,IL5,10/26/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8300"">View Entries</a>",23,0,8300,10-2024,False,False,2024,10,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#13752,Phil,Steven Mroch,Krishna Prasad,Update materials on SimplyGo component drawings due to known gaps,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,7/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8299"">View Entries</a>",23,0,8299,07-2024,False,False,2024,07,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#14195,Phil,Steven Mroch,Krishna Prasad,EverFlo Kinked Tubing solution,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,2/28/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8298"">View Entries</a>",23,0,8298,02-2025,False,False,2025,02,6/2/2026 6:21 AM,"Davis, Adrianna",4/17/2024 6:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#12990,Phil,Steven Mroch,Krishna Prasad,SMC CR ProTech Test Parameters,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,SRC,CC,IL5,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8293"">View Entries</a>",28,0,8293,12-2026,False,False,2026,12,7/10/2026 1:08 AM,"Jibhkate, Ashwini",4/17/2024 6:14 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
38100,Phil,Jidhish Sidharthan,Jidhish Sidharthan,A2K_Alternate supplier for control panel,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Key Components & Electronics,US,PD,IL3,12/31/2026,1,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8292"">View Entries</a>",28,0,8292,12-2026,False,False,2026,12,7/9/2026 6:16 AM,"Jibhkate, Ashwini",4/17/2024 6:10 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",Yes,Productivity & De-risk / Localization,Yes
SRCLCM0002,Phil,Steven Mroch,Ganesh Bhat,RDD Labels,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL2,12/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8290"">View Entries</a>",25,0,8290,12-2026,False,False,2026,12,6/15/2026 6:18 AM,"Davis, Adrianna",4/15/2024 8:33 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
38343,Phil,Charles Moses,Anand Navalagi,A2K_To qualify Shennan as an alternate sourcing of bare PCB for CB6 (current source is TTM GZ),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,US,PD,IL3,1/31/2027,1,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8289"">View Entries</a>",31,0,8289,01-2027,False,False,2027,01,7/31/2026 7:35 AM,"Jibhkate, Ashwini",4/14/2024 11:02 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
39309,Raj,Saravanakumar Palani,"Palani, Saravanakumar",AD7 Table Direct to Merge (PCI-2022-001),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,1/1/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 514,837.00",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8285"">View Entries</a>",36,0,8285,01-2024,True,True,2024,01,9/3/2026 10:56 AM,"Davis, Adrianna",4/11/2024 10:05 AM,,,,,"Singh, Kamal",No,N/A,Yes
RTC-GRO20240301489,Tim,Sushruth Rudrachary,Kirti Deshpande,Hair Clippers U.S.,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL5,10/20/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 35,454.00",€ 0.00,"€ 52,105.50",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8284"">View Entries</a>",36,0,8284,10-2024,False,False,2024,10,9/3/2026 8:05 AM,"Davis, Adrianna",4/10/2024 10:43 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RTC-HSH20240300568,Tim,Sushruth Rudrachary,Kirti Deshpande,QP440/50 in Canada,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL5,7/20/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 10,315.00",€ 0.00,"€ 43,559.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8283"">View Entries</a>",36,0,8283,07-2024,False,False,2024,07,9/3/2026 8:05 AM,"Davis, Adrianna",4/10/2024 10:41 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RTC-GRO20240301474,Tim,Sushruth Rudrachary,Kirti Deshpande,Launch MG3732/65 in India,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL5,7/20/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 39,333.00",€ 0.00,"€ 24,066.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8282"">View Entries</a>",36,0,8282,07-2024,False,False,2024,07,9/3/2026 8:05 AM,"Davis, Adrianna",4/10/2024 10:38 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
